"";"EXC_ID";"BEH_TYP";"M";"Y";"VEG_TYP";"ADF";"LIG";"DS_105";"N_DS";"NDF";"RE_NIR";"RE_NATCHEM";"VOCHT_105";"HEMCEL";"CEL";"prt_DS";"yearlocation";"monthlocation";"obs_M_Y";"datelocation";"EXC_ID_BEH_TYP"
"135";"LV1";"EXC";"jul";"2013";"H";44,6;17,42;904,73;9,58;63,2;4,83;6;95,27;18,6;27,18;90,473;"LV1 2013";"LV1 jul";"jul 2013";"LV1 jul 2013";"LV1 EXC"
"136";"WD2";"BGR";"jun";"2011";"P";30,86;6,7;904,63;38,19;59,28;21,19;23,88;95,37;28,42;24,16;90,463;"WD2 2011";"WD2 jun";"jun 2011";"WD2 jun 2011";"WD2 BGR"
"137";"GB2";"BGR";"aug";"2011";"F";38,6;7,48;904,24;19,46;66,61;9,82;12,19;95,76;28,01;31,12;90,424;"GB2 2011";"GB2 aug";"aug 2011";"GB2 aug 2011";"GB2 BGR"
"138";"LV2";"EXC";"jul";"2013";"H";39,69;19,32;903,98;9,78;52,78;4,97;6,13;96,02;13,09;20,37;90,398;"LV2 2013";"LV2 jul";"jul 2013";"LV2 jul 2013";"LV2 EXC"
"139";"GB2";"EXC";"jun";"2013";"P";35,42;6,26;903,85;21,79;63,35;12,36;13,63;96,15;27,93;29,16;90,385;"GB2 2013";"GB2 jun";"jun 2013";"GB2 jun 2013";"GB2 EXC"
"140";"GB2";"BGR";"sep";"2011";"H";NA;NA;903,84;15,55;NA;NA;9,75;96,16;NA;NA;90,384;"GB2 2011";"GB2 sep";"sep 2011";"GB2 sep 2011";"GB2 BGR"
"141";"WD1";"BGR";"jun";"2013";"A";32,32;8,58;903,55;8,01;57,84;6,5;5;96,45;25,52;23,74;90,355;"WD1 2013";"WD1 jun";"jun 2013";"WD1 jun 2013";"WD1 BGR"
"142";"GB1";"EXC";"sep";"2013";"F";38,45;8,13;903,54;11,42;65,49;6,35;7,13;96,46;27,04;30,32;90,354;"GB1 2013";"GB1 sep";"sep 2013";"GB1 sep 2013";"GB1 EXC"
"143";"WD1";"BGR";"jun";"2011";"P";31,39;5,98;903,49;33,17;58,34;18,87;20,75;96,51;26,95;25,41;90,349;"WD1 2011";"WD1 jun";"jun 2011";"WD1 jun 2011";"WD1 BGR"
"144";"WD1";"EXC";"jul";"2013";"A";27,84;11,89;903,11;11,74;47,39;9,52;7,31;96,89;19,55;15,95;90,311;"WD1 2013";"WD1 jul";"jul 2013";"WD1 jul 2013";"WD1 EXC"
"145";"GB2";"EXC";"jun";"2013";"F";34,47;5,74;902,86;18,04;61,43;9,48;11,25;97,14;26,96;28,73;90,286;"GB2 2013";"GB2 jun";"jun 2013";"GB2 jun 2013";"GB2 EXC"
"146";"GB1";"EXC";"aug";"2013";"F";35,07;6,59;902,85;11,21;60,41;7,91;7;97,15;25,34;28,48;90,285;"GB1 2013";"GB1 aug";"aug 2013";"GB1 aug 2013";"GB1 EXC"
"147";"GB2";"EXC";"aug";"2011";"S";38,81;14,12;902,68;17,14;58,13;7,47;10,69;97,32;19,32;24,69;90,268;"GB2 2011";"GB2 aug";"aug 2011";"GB2 aug 2011";"GB2 EXC"
"148";"WD2";"EXC";"jul";"2013";"A";28,08;16,89;902,66;10,56;41,82;9,57;6,63;97,34;13,74;11,19;90,266;"WD2 2013";"WD2 jul";"jul 2013";"WD2 jul 2013";"WD2 EXC"
"149";"LV1";"BGR";"jun";"2011";"P";30,82;7,41;902,64;36,55;56,92;20,74;22,88;97,36;26,1;23,41;90,264;"LV1 2011";"LV1 jun";"jun 2011";"LV1 jun 2011";"LV1 BGR"
"150";"GB1";"BGR";"aug";"2013";"S";35,57;12,66;902,55;15,4;58,66;8,3;9,63;97,45;23,09;22,91;90,255;"GB1 2013";"GB1 aug";"aug 2013";"GB1 aug 2013";"GB1 BGR"
"151";"GB1";"EXC";"jun";"2013";"F";31,68;5,3;902,48;17,62;57,58;9,69;11;97,52;25,9;26,38;90,248;"GB1 2013";"GB1 jun";"jun 2013";"GB1 jun 2013";"GB1 EXC"
"152";"WD1";"EXC";"sep";"2013";"A";26,43;14,45;902,27;16,76;39,81;10,79;10,5;97,73;13,38;11,98;90,227;"WD1 2013";"WD1 sep";"sep 2013";"WD1 sep 2013";"WD1 EXC"
"153";"LV1";"EXC";"jun";"2013";"H";28,25;15,27;902,26;13,75;42,75;7,94;8,63;97,74;14,5;12,98;90,226;"LV1 2013";"LV1 jun";"jun 2013";"LV1 jun 2013";"LV1 EXC"
"154";"GB2";"BGR";"sep";"2013";"P";37,97;6,09;902,17;11,48;68,11;7;7,19;97,83;30,14;31,88;90,217;"GB2 2013";"GB2 sep";"sep 2013";"GB2 sep 2013";"GB2 BGR"
"155";"GB1";"EXC";"jun";"2011";"S";35,99;9,9;902,07;18,61;60,19;9,72;11,63;97,93;24,2;26,09;90,207;"GB1 2011";"GB1 jun";"jun 2011";"GB1 jun 2011";"GB1 EXC"
"156";"LV2";"BGR";"jun";"2013";"H";34,32;18,59;902;11,79;46,48;7,54;7,38;98;12,16;15,73;90,2;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 BGR"
"157";"LV2";"EXC";"jun";"2013";"H";31,25;18,66;901,94;12,13;42,66;7,88;7,56;98,06;11,41;12,59;90,194;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 EXC"
"158";"LV2";"BGR";"jun";"2011";"P";30,02;6,62;901,87;39,55;56,52;22,95;24,75;98,13;26,5;23,4;90,187;"LV2 2011";"LV2 jun";"jun 2011";"LV2 jun 2011";"LV2 BGR"
"159";"GB2";"EXC";"sep";"2011";"P";34,19;6,34;901,66;21,25;62,34;13,4;13,25;98,34;28,15;27,85;90,166;"GB2 2011";"GB2 sep";"sep 2011";"GB2 sep 2011";"GB2 EXC"
"160";"GB2";"BGR";"jun";"2013";"P";35,85;7,26;901,28;21,77;63,42;11,35;13,63;98,72;27,57;28,59;90,128;"GB2 2013";"GB2 jun";"jun 2013";"GB2 jun 2013";"GB2 BGR"
"161";"GB1";"BGR";"jun";"2011";"A";NA;NA;901,25;40,64;NA;NA;25,38;98,75;NA;NA;90,125;"GB1 2011";"GB1 jun";"jun 2011";"GB1 jun 2011";"GB1 BGR"
"162";"LV2";"BGR";"sep";"2013";"H";NA;NA;901,06;9,08;NA;NA;5,69;98,94;NA;NA;90,106;"LV2 2013";"LV2 sep";"sep 2013";"LV2 sep 2013";"LV2 BGR"
"163";"GB1";"EXC";"jun";"2013";"P";34,6;6,34;900,49;24,68;63,23;13,78;15,44;99,51;28,63;28,26;90,049;"GB1 2013";"GB1 jun";"jun 2013";"GB1 jun 2013";"GB1 EXC"
"164";"WD1";"BGR";"jun";"2013";"P";39,07;6,32;900,04;17,62;68,07;9,78;11;99,96;29;32,75;90,004;"WD1 2013";"WD1 jun";"jun 2013";"WD1 jun 2013";"WD1 BGR"
"165";"GB1";"BGR";"jun";"2011";"F";30,79;7,16;899,88;34,99;57,67;19,89;21,88;100,12;26,88;23,63;89,988;"GB1 2011";"GB1 jun";"jun 2011";"GB1 jun 2011";"GB1 BGR"
"166";"WD1";"EXC";"jun";"2011";"P";31,73;5,49;899,68;41,19;59,18;22,58;25,75;100,32;27,45;26,24;89,968;"WD1 2011";"WD1 jun";"jun 2011";"WD1 jun 2011";"WD1 EXC"
"167";"LV1";"EXC";"jun";"2011";"P";29,89;6,8;899,5;41,53;56,71;22,98;25,94;100,5;26,82;23,09;89,95;"LV1 2011";"LV1 jun";"jun 2011";"LV1 jun 2011";"LV1 EXC"
"168";"WD1";"EXC";"jun";"2013";"H";31,28;17,58;899,33;13,94;42,9;6,76;8,69;100,67;11,62;13,7;89,933;"WD1 2013";"WD1 jun";"jun 2013";"WD1 jun 2013";"WD1 EXC"
"169";"WD2";"EXC";"sep";"2013";"A";25,49;14,16;899,21;13,33;39,33;11,48;8,31;100,79;13,84;11,33;89,921;"WD2 2013";"WD2 sep";"sep 2013";"WD2 sep 2013";"WD2 EXC"
"170";"GB2";"BGR";"sep";"2011";"S";42,79;15,77;899,03;15,47;60,74;7,63;9,69;100,97;17,95;27,02;89,903;"GB2 2011";"GB2 sep";"sep 2011";"GB2 sep 2011";"GB2 BGR"
"171";"GB1";"BGR";"aug";"2011";"F";29,78;6,03;898,77;27,69;54,55;16,2;17,31;101,23;24,77;23,75;89,877;"GB1 2011";"GB1 aug";"aug 2011";"GB1 aug 2011";"GB1 BGR"
"172";"GB1";"EXC";"aug";"2011";"A";43,29;14,59;898,76;17,26;56;13,33;10,81;101,24;12,71;28,7;89,876;"GB1 2011";"GB1 aug";"aug 2011";"GB1 aug 2011";"GB1 EXC"
"173";"GB2";"BGR";"sep";"2011";"F";33,67;5,83;898,33;24,5;59,94;13,23;15,31;101,67;26,27;27,84;89,833;"GB2 2011";"GB2 sep";"sep 2011";"GB2 sep 2011";"GB2 BGR"
