"EXC_ID";"BEH_TYP";"M";"Y";"VEG_TYP";"DS_pct";"VOCHT_pct";"LIG_pct";"CEL_pct";"HEMCEL_pct";"N_DS_pct";"RE_NIR_DS_pct";"RE_NATCHEM_DS_pct"
"LV1";"BGR";"9";2012;"S";NA;NA;7,97;34,46;30,97;NA;NA;NA
"LV1";"EXC";"9";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV1";"EXC";"9";2012;"P";NA;NA;6,68;36,97;29,37;NA;NA;NA
"LV1";"EXC";"9";2012;"S";NA;NA;7,12;41,46;30,57;NA;NA;NA
"LV2";"BGR";"9";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"BGR";"9";2012;"P";NA;NA;NA;NA;NA;NA;NA;NA
"LV2";"EXC";"9";2012;"H";NA;NA;13,35;15,98;15,01;NA;NA;NA
"LV2";"EXC";"9";2012;"P";NA;NA;6,91;34,17;27,95;NA;NA;NA
"LV2";"EXC";"9";2012;"S";NA;NA;9,76;34,82;28,12;NA;NA;NA
"WD1";"BGR";"9";2012;"H";NA;NA;NA;NA;NA;NA;NA;NA
"WD1";"BGR";"9";2012;"P";NA;NA;6,23;35,57;29,03;NA;NA;NA
"WD1";"EXC";"9";2012;"H";NA;NA;18,44;15,39;10,81;NA;NA;NA
"WD1";"EXC";"9";2012;"P";NA;NA;6,25;35,02;28,16;NA;NA;NA
"WD1";"EXC";"9";2012;"S";NA;NA;8,07;32,65;29,07;NA;NA;NA
"WD2";"BGR";"9";2012;"P";NA;NA;NA;NA;NA;NA;NA;NA
"WD2";"EXC";"9";2012;"A";NA;NA;NA;NA;NA;NA;NA;NA
"WD2";"EXC";"9";2012;"H";NA;NA;13,43;14,15;11,96;NA;NA;NA
"WD2";"EXC";"9";2012;"P";NA;NA;6,12;37,41;28,72;NA;NA;NA
